"name","iso","country","entity_type","region","area","area_units","gdp","initiatives_committed","num_commit","lat","lng","population","population_year","state"
"Aguascalientes","MEX","Mexico","City","Latin America and Caribbean",385,"km2",NA,"Carbonn2019;Under2Coalition2019",2,21.876,-102.296,934424,NA,"Aguascalientes"
"Aguilar de Segarra","ESP","Spain","City","Europe",43.3,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.7394902,1.6316676,257,2018,"Barcelona Province"
"Agullana","ESP","Spain","City","Europe",27.7,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.4,2.85,900,2018,"Girona"
"Agullent","ESP","Spain","City","Europe",16.2,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.8233412,-0.5473744,2395,2018,"Valencia"
"Ahillones","ESP","Spain","City","Europe",21.5,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.259139,-5.865061,1001,2018,"Badajoz"
"Ahmedabad","IND","India","City","South Asia",464,"",NA,"Carbonn2019",1,23.03333333,72.58333333,5570585,2011,"Gujarat"
"Aichi Prefecture","JPN","Japan","Region","East Asia and the Pacific",5165,"km2",NA,"Carbonn2019",1,35.18018889,136.9135083,7507553,2016,"Aichi Prefecture"
"Aicurzio","ITA","Italy","City","Europe",2.47,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.63333333,9.416666667,2087,NA,"Monza Brianza"
"Aidone","ITA","Italy","City","Europe",210.78,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.415915,14.445496,5023,NA,"Enna"
"Aielli","ITA","Italy","City","Europe",37.52,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.08083,13.590599,1448,NA,"Province of L'Aquila"
"Aiello Calabro","ITA","Italy","City","Europe",38.51,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,39.1174689,16.1666633,2017,NA,"Cosenza"
"Aiello del Sabato","ITA","Italy","City","Europe",10.87,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.884294,14.816278,4050,NA,"Avellino"
"Aielo De Rugat","ESP","Spain","City","Europe",7.66,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.8820867,-0.3442155,200,2018,"Valencia"
"Aigües","ESP","Spain","City","Europe",18.47,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.500265,-0.3634257,984,2018,"Valencia"
"Aigaleo","GRC","Greece","City","Europe",6.45,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.9928313,23.68159021,120000,2011,"Attica"
"Aigialeia","GRC","Greece","City","Europe",723.1,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.140844,22.25179945,49872,2011,"West Greece"
"Aiguafreda","ESP","Spain","City","Europe",7.9,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.7692525,2.2517162,2505,2018,"Barcelona Province"
"Aiguamúrcia","ESP","Spain","City","Europe",73.2,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.32888889,1.358888889,909,2018,"Tarragona"
"Aiguaviva","ESP","Spain","City","Europe",13.9,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.9381188,2.7626201,765,2018,"Girona"
"Ailano","ITA","Italy","City","Europe",16.06,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.391372,14.207422,1384,NA,"Caserta"
"Ainzón","ESP","Spain","City","Europe",40,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.8160689,-1.5196969,1214,2018,"Zaragoza"
"Aipromades Lago de Chapala","MEX","Mexico","City","Latin America and Caribbean",385.58,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,20.305278,-103.184722,50738,NA,"Jalisco"
"Airasca","ITA","Italy","City","Europe",15.74,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.917111,7.489349,3808,NA,"Cuneo"
"Airola","ITA","Italy","City","Europe",14.9,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.0610225,14.5584304,8140,NA,"Benevento"
"Airuno","ITA","Italy","City","Europe",4.29,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.75388,9.424247,2994,NA,"Lecco"
"Aitona","ESP","Spain","City","Europe",66.9,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.4939531,0.4591083,2456,2018,"Lleida"
"Aiud","ROU","Romania","City","Europe",142.52,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.3108411,23.7188503,28934,2011,"Alba County"
"Ajax, ON","CAN","Canada","City","North America",67.07,"km2",NA,"CDPCities2018;Carbonn2019",2,43.8509,-79.0204,119677,2016,"Ontario"
"Ajuntament D'Argelaguer","ESP","Spain","City","Europe",NA,"",NA,"EUCovenantofMayors2019",1,42,2.641429901,430,2015,"Girona"
"Ajuntament d'Espinelves","ESP","Spain","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.8686935,2.4177195,201,NA,"Girona"
"Akashi","JPN","Japan","City","East Asia and the Pacific",49,"km2",NA,"Carbonn2019",1,34.65,135,290776,2017,"Hyogo Prefecture"
"Akatsi North","GHA","Ghana","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,6.36419,0.85461,40738,NA,"Volta"
"Akershus","NOR","Norway","City","Europe",4579,"km2",NA,"Under2Coalition2019",1,60,11,615000,2017,"Akershus"
"Akhaltsikhe","GEO","Georgia","City","Eastern Europe and Central Asia",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.63888889,42.98611111,19200,2014,"Samtskhe-Javakheti"
"Akhmeta","GEO","Georgia","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,42.03852,45.206841,34154,NA,"Kakheti"
"Akhtala","ARM","Armenia","City","Eastern Europe and Central Asia",4.3,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.150494,44.763959,2753,NA,"Lori"
"Akita City","JPN","Japan","City","East Asia and the Pacific",906,"km2",NA,"Carbonn2019",1,39.72002778,140.1025833,320909,2016,"Akita Prefecture"
"Akita Prefecture","JPN","Japan","Region","East Asia and the Pacific",11636,"km2",NA,"Carbonn2019",1,39.71861111,140.1025,1026983,NA,"Akita Prefecture"
"Akmene","LTU","Lithuania","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,56.31666667,22.9,25729,2011,"Šiauliai County"
"Aksakovo","BGR","Bulgaria","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.2586259,27.8173611,8600,2009,"Varna"
"Aksu","KAZ","Kazakhstan","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,52.04072,76.93376,69354,NA,"Tarbagatay District"
"Akureyri","ISL","Iceland","City","Europe",138,"km2",NA,"GlobalCovenantofMayors2019;CDPCities2018;NAZCA",3,65.6825696,-18.0913026,18340,2019,"Northeastern Region"
"Alàs i Cerc","ESP","Spain","City","Europe",57.7,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,42.324487,1.540233,400,2018,"Lleida"
"Alájar","ESP","Spain","City","Europe",41,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.8746137,-6.66506,802,2018,"Huelva"
"Alì Terme","ITA","Italy","City","Europe",6.27,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.005064,15.42269,2567,NA,"Sicily"
"Aladren","ESP","Spain","City","Europe",21,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.249166,-1.1560465,67,2018,"Zaragoza"
"Alameda County, CA","USA","United States of America","City","North America",NA,"",NA,"WeAreStillIn2019",1,37.65,-121.9166667,1666753,NA,"California"
"Alameda, CA","USA","United States of America","City","North America",27.0394956,"km2",NA,"WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA",5,37.75611111,-122.2744444,78906,2010,"California"
"Alameda, Spain","ESP","Spain","City","Europe",64.74975,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.2,-4.65,5426,2018,"Málaga"
"Aland","FIN","Finland","Region","Europe",1580,"km2",NA,"CompactofStatesRegions2018;NAZCA",2,60,20,29489,2017,"Aland"
"Alange","ESP","Spain","City","Europe",160,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.78588,-6.244232,1971,2018,"Badajoz"
"Alanis de la Sierra","ESP","Spain","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.3601614,-5.9788488,1900,NA,"Seville"
"Alanno","ITA","Italy","City","Europe",32.53,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.3,13.96666667,3679,NA,"Pescara"
"Alano di Piave","ITA","Italy","City","Europe",36.52,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.907803,11.9081948,2881,NA,"Belluno"
"Alaquàs","ESP","Spain","City","Europe",3.9,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.4572928,-0.4609799,29965,2018,"Valencia"
"Alassio","ITA","Italy","City","Europe",17.25,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,44,8.166666667,12000,NA,"Savona"
"Alaverdi","ARM","Armenia","City","Eastern Europe and Central Asia",18,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.0958608,44.6459522,16400,2017,"Lori"
"Albánchez de Mágina","ESP","Spain","City","Europe",39,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.79166667,-3.45,1326,2018,"Jaén"
"Alba","ITA","Italy","City","Europe",28748,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,44.691542,8.025636,31531,2017,"Cuneo"
"Alba Adriatica","ITA","Italy","City","Europe",9.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.8343422,13.927816,12522,NA,"Abruzzo"
"Alba Iulia","ROU","Romania","City","Europe",103.65,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",4,46.06694444,23.57,63536,2011,"Alba County"
"Albagés","ESP","Spain","City","Europe",25.7,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.7317684,1.8151935,425,2018,"Lleida"
"Albagiara","ITA","Italy","City","Europe",8.87,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.786857,8.861913,278,NA,"Oristano"
"Albaida","ESP","Spain","City","Europe",89.78,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.838669,-0.5181894,5987,2018,"Baleares"
"Albairate","ITA","Italy","City","Europe",14.98,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.41666667,8.933333333,4148,NA,"Lombardy"
"Albal","ESP","Spain","City","Europe",38,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.3956438,-0.415082,16029,2018,"Cáceres"
"Albala","ESP","Spain","City","Europe",38,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.255502,-6.190489,744,2018,"Cáceres"
"Albalat Dels Sorells","ESP","Spain","City","Europe",4.62,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.5436955,-0.3461911,3937,2018,"Valencia"
"Albalat de la Ribera","ESP","Spain","City","Europe",14.29,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.2012627,-0.3866467,3485,2018,"Valencia"
"Albanella","ITA","Italy","City","Europe",40.23,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.478163,15.114332,6519,NA,"Salerno"
"Albano Laziale","ITA","Italy","City","Europe",23.8,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.7288894,12.6582689,38997,NA,"Rome"
"Albano Sant'Alessandro","ITA","Italy","City","Europe",5.35,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.68333333,9.75,8075,NA,"Bergamo"
"Albano di Lucania","ITA","Italy","City","Europe",55.87,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.587058,16.037129,1502,NA,"Potenza"
"Albany, CA","USA","United States of America","City","North America",4.6360821,"km2",NA,"ClimateMayors;Carbonn2019",2,37.886944,-122.297778,20143,2010,"California"
"Albany, NY","USA","United States of America","City","North America",55.3998861,"km2",49621,"GlobalCovenantofMayors2019;CDPCities2018;ClimateMayors;WeAreStillIn2019;WeAreStillIn2019;NAZCA",5,42.6511674,-73.7549679,98566,2016,"New York"
"Albany, OR","USA","United States of America","City","North America",3.2374875,"km2",NA,"ClimateMayors",1,44.630278,-123.096111,53211,2010,"Oregon"
"Albanyà","ESP","Spain","City","Europe",94.4,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.30694444,2.723055556,150,2018,"Girona"
"Albaredo d'Adige","ITA","Italy","City","Europe",28.25,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.316997,11.276161,5179,NA,"Verona"
"Albaretto Della Torre","ITA","Italy","City","Europe",4.59,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,44.59681,8.06451,5952,NA,"Cuneo"
"Albatàrrec","ESP","Spain","City","Europe",10.5,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.575,0.606388889,2090,2018,"Lleida"
"Albatera","ESP","Spain","City","Europe",66327,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.1794357,-0.8700719,11767,2018,"Teruel"
"Albemarle County, VA","USA","United States of America","City","North America",1880,"km2",NA,"WeAreStillIn2019",1,38.03333333,-78.56666667,98970,NA,"Virginia"
"Albenga","ITA","Italy","City","Europe",36.58,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,44.05,8.216666667,25000,NA,"Savona"
"Albergaria-a-Velha","PRT","Portugal","City","Europe",158.83,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,40.69333333,-8.481111111,25252,2011,"Centro"
"Alberic","ESP","Spain","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.1164369,-0.5201837,10826,NA,"Valencia"
"Alberite De San Juan","ESP","Spain","City","Europe",11.23,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.81666667,-1.466666667,99,2018,"Zaragoza"
"Alberobello","ITA","Italy","City","Europe",10.52,"ha",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.786413,17.240936,11300,NA,"Bari"
"Alberona","ITA","Italy","City","Europe",49.75,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.43333333,15.11666667,1010,NA,"Foggia"
"Alberta","CAN","Canada","Region","North America",640081,"km2",NA,"CompactofStatesRegions2018;NAZCA",2,54.4,-115,4318772,2018,"Alberta"
"Albertslund","DNK","Denmark","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,55.6586018,12.3562849,27880,NA,"Capital Region"
"Albesa","ESP","Spain","City","Europe",37.6,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.75388889,0.661666667,1652,2018,"Lleida"
"Albeta","ESP","Spain","City","Europe",2.65,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.8272224,-1.4926769,149,2018,"Zaragoza"
"Albiate","ITA","Italy","City","Europe",2.86,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.66666667,9.25,5216,NA,"Monza Brianza"
"Albignasego","ITA","Italy","City","Europe",21.16,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.35,11.86666667,25000,NA,"Padua"
"Albinea","ITA","Italy","City","Europe",43.89,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,44.6201821,10.6019259,8755,NA,"Reggio Emilia"
"Albino","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.7608142,9.7968303,17807,NA,"Bergamo"
"Albinyana","ESP","Spain","City","Europe",19.4,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.2454739,1.486748,2354,2018,"Tarragona"
"Albiolo","ITA","Italy","City","Europe",2.84,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.805577,8.939235,2739,NA,"Como"
"Albisola Superiore","ITA","Italy","City","Europe",28.68,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,44.33944444,8.526944444,10485,NA,"Savona"
"Alboloduy","ESP","Spain","City","Europe",70,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.0327593,-2.6209782,745,2018,"Almería"
"Albolote","ESP","Spain","City","Europe",79,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.23055556,-3.656944444,18088,2018,"Granada"
"Albonese","ITA","Italy","City","Europe",4.33,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.2944385,8.706322,559,NA,"Pavia"
"Albons","ESP","Spain","City","Europe",11.1,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.1043559,3.0852797,740,2018,"Girona"
"Alborache","ESP","Spain","City","Europe",27.33,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.3929025,-0.774052,1136,2018,"Valencia"
"Alboraya","ESP","Spain","City","Europe",8.3,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.5009954,-0.3494799,23572,2018,"Valencia"
"Albosaggia","ITA","Italy","City","Europe",34.35,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.1472316,9.8531698,3188,NA,"Sondrio"
"Albox","ESP","Spain","City","Europe",168,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.38333333,-2.133333333,11271,2018,"Almería"
"Albuñol","ESP","Spain","City","Europe",63,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,36.7912927,-3.2016737,6270,2018,"Granada"
"Albudeite","ESP","Spain","City","Europe",17.02,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.026663,-1.3866538,1423,2018,"Murcia"
"Albuixech","ESP","Spain","City","Europe",4.4,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.5449181,-0.3241613,3920,2018,"Valencia"
"Albuquerque, NM","USA","United States of America","City","North America",NA,"",NA,"WeAreStillIn2019",1,NA,NA,558545,NA,"New Mexico"
"Alburqueque, Spain","ESP","Spain","City","Europe",723,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.219167,-7.001111,5340,2018,"Badajoz"
"Alcàntera de Xúquer","ESP","Spain","City","Europe",3.3,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.0694393,-0.5601547,1350,2018,"Valencia"
"Alcázar de San Juan","ESP","Spain","City","Europe",666.78,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,39.40555556,-3.205555556,31992,2018,"Ciudad Real"
"Alcóntar","ESP","Spain","City","Europe",94,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.33333333,-2.583333333,647,2018,"Almería"
"Alcalá De Ebro","ESP","Spain","City","Europe",9.9,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.8140364,-1.1940809,283,2018,"Zaragoza"
"Alcalá de Guadaíra","ESP","Spain","City","Europe",284.61,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.3397709,-5.8408395,72100,2018,"Seville"
"Alcalá de los Gazules","ESP","Spain","City","Europe",479.59,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,36.46666667,-5.716666667,5619,2018,"Cádiz"
"Alcalá del Valle","ESP","Spain","City","Europe",46.89,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,36.905066,-5.1726099,5300,2018,"Cádiz"
"Alcalá la Real","ESP","Spain","City","Europe",262,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.45,-3.916666667,22129,2018,"Jaén"
"Alcala De Moncayo","ESP","Spain","City","Europe",13.69,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.7862357,-1.6969471,205,2018,"Zaragoza"
"Alcalalí","ESP","Spain","City","Europe",14.4,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.7503504,-0.0399998,1350,2018,"Valencia"
"Alcamo","ITA","Italy","City","Europe",130.9,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.97777778,12.96388889,46238,NA,"Trapani"
"Alcantarilla","ESP","Spain","City","Europe",16,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.969517,-1.219342,40774,2018,"Murcia"
"Alcara li Fusi","ITA","Italy","City","Europe",62.94,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.01666667,14.7,2473,NA,"Sicily"
"Alcarràs","ESP","Spain","City","Europe",114.3,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.5630062,0.5245393,9100,2018,"Lleida"
"Alcasser","ESP","Spain","City","Europe",9.01,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.3677124,-0.444674,9615,2018,"Valencia"
"Alcaudete","ESP","Spain","City","Europe",238,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.58333333,-4.1,11164,2018,"Jaén"
"Alchevsk","UKR","Ukraine","City","Eastern Europe and Central Asia",55,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.47134,38.813441,110529,2013,"Luhansk Oblast"
"Alcocer de Planes","ESP","Spain","City","Europe",4.39,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.79444444,-0.4025,238,2018,"Alicante"
"Alcochete","PRT","Portugal","City","Europe",128.36,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.7488526,-8.973300657,17569,2011,"Lisbon"
"Alcoi","ESP","Spain","City","Europe",129.86,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.69833333,-0.473611111,59675,2018,"Valencia"
"Alcolea","ESP","Spain","City","Europe",67,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,36.96666667,-2.95,966,2018,"Almería"
"Alcolea del Río","ESP","Spain","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.5180353,-5.9800362,3331,NA,"Seville"
"Alcoleja","ESP","Spain","City","Europe",14.56,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.6755861,-0.3311341,191,2018,"Valencia"
"Alcoletge","ESP","Spain","City","Europe",16.7,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.6472222,0.6944444,3285,2018,"Lleida"
"Alcollarín","ESP","Spain","City","Europe",79,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.245057,-5.737223,433,2018,"Cáceres"
"Alconchel","ESP","Spain","City","Europe",294.9,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.517011,-7.070012,1876,2018,"Badajoz"
"Alcorcón","ESP","Spain","City","Europe",33.7,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,40.35,-3.833333333,167997,2018,"Madrid"
"Alcover","ESP","Spain","City","Europe",46000,"ha",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.26666667,1.166666667,5131,2018,"Tarragona"
