name,iso,entity_type,country,area,initiatives_committed,num_commit,lat,lng,population,population_year,state,admin_1,region
Bogor,IDN,City,Indonesia,118,Carbonn2019;GlobalCovenantofMayors2019;NAZCA,3,-6.596666667,106.7972222,1096828,2018,West Java,,East Asia and the Pacific
Bogotá,COL,City,Colombia,1637,Carbonn2019;C40Cities2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,5,4.711111111,-74.07222222,7980000,2017,Capital DistrictCundinamarca,Colombia,Latin America and Caribbean
Böhl-Iggelheim,DEU,City,Germany,33,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,49.3753066,8.3041363,11000,NA,Rhineland-Palatinate,Rhein-Pfalz-Kreis,Europe
Bohodukhiv,UKR,City,Ukraine,1623,GlobalCovenantofMayors2019;NAZCA,2,50.1602639,35.521732,19365,2017,Bohodukhiv Raion,,Eastern Europe and Central Asia
"Boise, ID",USA,City,United States of America,212.6122791,ClimateMayors,1,43.616667,-116.2,220281,2010,Idaho,"Ada County, ID",North America
Bojano,ITA,City,Italy,52.63,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.48333333,14.46666667,8204,NA,Campobasso,,Europe
Bolano,ITA,City,Italy,14.57,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.1876494,9.8956159,7391,NA,La Spezia,,Europe
Bolbaite,ESP,City,Spain,40.4,GlobalCovenantofMayors2019;NAZCA,2,39.0609622,-0.6744834,1392,2018,Valencia,Canal de Navarrés,Europe
Bolgare,ITA,City,Italy,8.59,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.635081,9.812858,5500,NA,Bergamo,,Europe
Bolgrad,UKR,City,Ukraine,94,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.66722222,28.61277778,15470,2015,Bolhrad Raion,,Eastern Europe and Central Asia
Bollate,ITA,City,Italy,13.12,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.543835,9.1177075,36530,NA,Lombardy,Milan,Europe
Bolnisi,GEO,City,Georgia,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.4496898,44.5369857,76600,NA,Kvemo Kartli,,Eastern Europe and Central Asia
Bologna,ITA,City,Italy,140.86,CDPCities2018;EUCovenantofMayors2019;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,5,44.4938,11.3387,388367,2017,NA,Emilia-Romagna,Europe
Bolognano,ITA,City,Italy,16.96,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.218136,13.960105,1195,NA,Pescara,,Europe
Bolognetta,ITA,City,Italy,27.63,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.9649072,13.4568367,4174,NA,Palermo,,Europe
Bolulla,ESP,City,Spain,13.6,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.6766014,-0.1122079,421,2018,Alicante,Marina Baixa,Europe
Bolvir,ESP,City,Spain,10.3,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.41666667,1.883333333,404,2018,Girona,Cerdanya,Europe
Bolzano,ITA,City,Italy,3.3,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.4981125,11.3547801,102880,2015,South Tyrol,,Europe
Bolzano Vicentino,ITA,City,Italy,19.84,GlobalCovenantofMayors2019;NAZCA,2,45.60047,11.621962,5964,NA,Vicenza,,Europe
Bomba,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.034335,14.367117,908,NA,Chieti Province,Chieti,Europe
Bompensiere,ITA,City,Italy,19.95,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.4738381,13.7807337,581,NA,Sicily,Caltanissetta,Europe
Bompietro,ITA,City,Italy,42.41,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.75,14.1,1474,NA,Sicily,Palermo,Europe
Bonares,ESP,City,Spain,66,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.3214037,-6.6831609,6015,2006,Huelva,,Europe
Bonassola,ITA,City,Italy,9.19,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.184744,9.582479,962,NA,La Spezia,,Europe
Bonate Sopra,ITA,City,Italy,6.15,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.68333333,9.566666667,6246,NA,Bergamo,,Europe
Bonate Sotto,ITA,City,Italy,6.47,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.668179,9.558652,6540,NA,Bergamo,,Europe
Bonavigo,ITA,City,Italy,17.99,GlobalCovenantofMayors2019;NAZCA,2,45.258327,11.276297,2015,NA,Verona,,Europe
Bondeno,ITA,City,Italy,174.76,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.886177000000004,11.410807,15401,NA,Ferrara,,Europe
Bondone,ITA,City,Italy,19.19,GlobalCovenantofMayors2019;NAZCA,2,45.806138,10.550984,668,NA,Trento,,Europe
Bonefro,ITA,City,Italy,31.28,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.704533,14.933334,1553,NA,Campobasso,,Europe
Bonemerse,ITA,City,Italy,5.9,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.11666667,10.08333333,1525,NA,Cremona,,Europe
Bonheiden,BEL,City,Belgium,29.27,GlobalCovenantofMayors2019;NAZCA,2,51.0261294,4.537821778,14706,NA,Antwerp Province,Mechelen,Europe
Bonito,BRA,City,Brazil,4934,CDPCities2018,1,-21.1254,-56.4894,21487,2010,Mato Grosso do Sul,,Latin America and Caribbean
Bonn,DEU,City,Germany,141.06,EUCovenantofMayors2019;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,4,50.73333333,7.1,317000,NA,North Rhine-Westphalia,,Europe
Bonnanaro,ITA,City,Italy,21.84,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.533359,8.76442,1036,NA,Sardinia,Sassari,Europe
Bono,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.4168302,9.0299928,3679,NA,Sassari,,Europe
Bonorva,ITA,City,Italy,149.75,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.41666667,8.766666667,3728,NA,Sassari,,Europe
Bontang,IDN,City,Indonesia,497.57,GlobalCovenantofMayors2019;NAZCA,2,0.1236548,117.471708,140238,2017,East Kalimantan,,East Asia and the Pacific
Boom,BEL,City,Belgium,NA,GlobalCovenantofMayors2019;NAZCA,2,51.0873789,4.3667216,17540,NA,Antwerp Province,Antwerp,Europe
Boortmeerbeek,BEL,City,Belgium,18.64,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.98333333,4.566666667,11968,NA,Flemish Brabant,Leuven,Europe
Boquiñeni,ESP,City,Spain,19.09,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.8481006,-1.2515849,956,2018,Aragon,NA,Europe
Borås,SWE,City,Sweden,31.4,GlobalCovenantofMayors2019;NAZCA,2,57.721035,12.939819,111026,2010,Västergötland,NA,Europe
Bordano,ITA,City,Italy,14.9,GlobalCovenantofMayors2019;NAZCA,2,46.315386,13.104498,786,NA,Udine,,Europe
Bordeaux,FRA,City,France,579.27,Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,44.83333333,-0.583333333,720000,2017,Gironde,NA,Europe
Bordighera,ITA,City,Italy,10.65,GlobalCovenantofMayors2019;NAZCA,2,43.7850512,7.6591094,10453,NA,Imperia,,Europe
Bordils,ESP,City,Spain,7.3,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.0440682,2.9116018,1710,2018,Girona,Gironès,Europe
Boretto,ITA,City,Italy,18.11,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.9,10.55,5411,NA,Reggio Emilia,,Europe
Borgarello,ITA,City,Italy,4.84,GlobalCovenantofMayors2019;NAZCA,2,45.239885,9.142043,2687,NA,Pavia,,Europe
Borgetto,ITA,City,Italy,18.11,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.047048,13.143542,7271,NA,Palermo,,Europe
Borghetto Lodigiano,ITA,City,Italy,23.64,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.2,9.5,4400,NA,Lodi,,Europe
Borghetto Santo Spirito,ITA,City,Italy,5.39,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.1,8.233333333,5050,NA,Savona,,Europe
Borghi,ITA,City,Italy,30.23,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.03333333,12.35,2885,NA,Emilia-Romagna,Forlì-Cesena,Europe
Borgia,ITA,City,Italy,42.38,GlobalCovenantofMayors2019;NAZCA,2,38.826911,16.51108,7800,NA,Catanzaro,,Europe
Borgio Verezzi,ITA,City,Italy,2.73,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.160732,8.309152,2291,NA,Liguria,Savona,Europe
Borgloon,BEL,City,Belgium,51.12,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,50.8004351,5.356992925,10330,NA,Limburg,Tongeren,Europe
Borgo San Dalmazzo,ITA,City,Italy,22.34,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.33333333,7.483333333,12635,NA,Cuneo,,Europe
Borgo San Giacomo,ITA,City,Italy,29.53,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.346975,9.968467,5515,NA,Brescia,,Europe
Borgo Valsugana,ITA,City,Italy,52.37,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,46.05,11.45,6971,NA,Trento,Trentino,Europe
Borgo Virgilio,ITA,City,Italy,69.99,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.05,10.75,14788,NA,Mantova,Mantua,Europe
Borgolavezzaro,ITA,City,Italy,21.09,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.31666667,8.7,2136,NA,Novara,,Europe
Borgomanero,ITA,City,Italy,32.27,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6989107,8.4623673,21527,NA,Novara,,Europe
Borgonovo Val Tidone,ITA,City,Italy,51.22,GlobalCovenantofMayors2019;NAZCA,2,45.014362,9.443461,7860,NA,Piacenza,,Europe
Borgosatollo,ITA,City,Italy,8.42,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.4772616,10.2408108,9232,NA,Brescia,,Europe
Bormio,ITA,City,Italy,41.44,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.4692445,10.3722155,4084,NA,Sondrio,,Europe
Bormujos,ESP,City,Spain,12,GlobalCovenantofMayors2019;NAZCA,2,37.3715939,-6.0713299,21362,2018,Seville,NA,Europe
Bornem,BEL,City,Belgium,45.76,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,51.09096325,4.238967723,20871,NA,Antwerp Province,Mechelen,Europe
Borno,ITA,City,Italy,30.5,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.94611111,10.19888889,2672,NA,Brescia,,Europe
Bornos,ESP,City,Spain,54.31,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,36.8211419,-5.7437007,8134,2018,Cádiz,Sierra de Cádiz,Europe
Bornova,TUR,City,Turkey,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,38.46972222,27.22111111,412275,2012,Izmir,Turkey,Eastern Europe and Central Asia
Borod,ROU,City,Romania,105.62,GlobalCovenantofMayors2019;NAZCA,2,46.983333,22.633333,3843,NA,Bihor,,Europe
Borongan,PHL,City,Philippines,58.289,Carbonn2019;GlobalCovenantofMayors2019;NAZCA,3,11.6,125.4333333,64457,NA,Eastern Samar,Lone,East Asia and the Pacific
Borrassà,ESP,City,Spain,9.4,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.213672,2.932578,709,2018,Girona,Alt Empordà,Europe
Borreda,ESP,City,Spain,43.4,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.13805556,1.996111111,614,2018,Barcelona Province,Berguedà,Europe
Borrello,ITA,City,Italy,14.51,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.918932,14.304417,381,NA,Chieti Province,Chieti,Europe
Borsbeek,BEL,City,Belgium,3.92,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,51.2,4.483333333,10451,NA,Antwerp Province,Antwerp,Europe
Borsec,ROU,City,Romania,96,GlobalCovenantofMayors2019;NAZCA,2,46.970283,25.559788,2794,2011,Harghita County,Harghita,Europe
Borutta,ITA,City,Italy,4.76,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.51666667,8.75,283,NA,Sassari,,Europe
Bosa,ITA,City,Italy,128.02,GlobalCovenantofMayors2019;NAZCA,2,40.295231,8.503666,8133,NA,Oristano,,Europe
Bosanski Petrovac,BIH,City,Bosnia and Herzegovina,717,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.5560108,16.369403,7946,NA,Una-Sana Canton,Bosnia and Herzegovina,Eastern Europe and Central Asia
Bosaro,ITA,City,Italy,6.12,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.001839,11.7667454,1608,NA,Rovigo,,Europe
Bosco Chiesanuova,ITA,City,Italy,64.81,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.61666667,11.03333333,3615,NA,Verona,,Europe
Boscoreale,ITA,City,Italy,11.35,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.76666667,14.48333333,28467,NA,Naples,Magna Graecia,Europe
Boscotrecase,ITA,City,Italy,7.53,GlobalCovenantofMayors2019;NAZCA,2,40.774468,14.46117,10645,NA,Campania,Naples,Europe
Bosia,ITA,City,Italy,5.54,GlobalCovenantofMayors2019;NAZCA,2,44.602441,8.14734,173,NA,Cuneo,,Europe
Bosisio Parini,ITA,City,Italy,5.82,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.8,9.283333333,3509,NA,Lecco,,Europe
Bossico,ITA,City,Italy,7.09,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.83333333,10.05,997,NA,Lombardy,Bergamo,Europe
Bossost,ESP,City,Spain,28.2,GlobalCovenantofMayors2019;NAZCA,2,42.7859893,0.69312,1140,2018,Lleida,Aran,Europe
"Boston, MA",USA,City,United States of America,232.1408037,ClimateMayors;WeAreStillIn2019;CDPCities2018;C40Cities2019;GlobalCovenantofMayors2019;Carbonn2019;WeAreStillIn2019;NAZCA,7,42.358056,-71.063611,673184,2010,Massachusetts,"Suffolk County, MA",North America
Botarell,ESP,City,Spain,12,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.1362847,0.9897786,1126,2018,Tarragona,Baix Camp,Europe
Boticas,PRT,City,Portugal,321.96,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.6881921,-7.6645345,5747,2011,Norte,Vila Real,Europe
Botkyrka,SWE,City,Sweden,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,59.1565469,17.86017305,87000,NA,Södermanland,,Europe
Botorrita,ESP,City,Spain,19.8,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.515,-1.032,526,2018,Aragon,Zaragoza,Europe
Botosani,ROU,City,Romania,41.36,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,47.74861111,26.66944444,113766,NA,Botosani County,Boto<U+0219>ani,Europe
Bottanuco,ITA,City,Italy,5.77,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.639878,9.506451,4565,NA,Bergamo,,Europe
Botticino,ITA,City,Italy,18.48,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.5496802,10.31325904,9730,NA,Brescia,,Europe
Bottidda,ITA,City,Italy,33.71,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.391459,9.008527,796,NA,Sardinia,Sassari,Europe
Bottrop,DEU,City,Germany,100.7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,51.521581,6.929204,116771,NA,North Rhine-Westphalia,Urban districts of Germany,Europe
Botucatu,BRA,City,Brazil,1482.64,CDPCities2018,1,-22.8852,-48.4441,139483,0,São Paulo State,São Paulo,Latin America and Caribbean
Bouaké,CIV,City,Cote d'Ivoire,NA,GlobalCovenantofMayors2019;CDPCities2018;NAZCA,3,7.690466,-5.039054,715435,2013,Vallée du Bandama,Gbêkê,Sub-Saharan Africa
Bougival,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,48.86275,2.138909,8416,NA,Île-de-France,Le Chesnay,Europe
"Boulder County, CO",USA,City,United States of America,1917,CDPCities2018;NAZCA,2,40.15,-105.5,322226,2016,Colorado,NA,North America
"Boulder, CO",USA,City,United States of America,64.3353516,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019;Under2Coalition2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,7,40.015,-105.2705556,105112,2016,Colorado,"Boulder County, CO",North America
Boumerdès,DZA,City,Algeria,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,36.758882,3.470596,42500,2008,NA,,Middle East and North Africa
Bourgbarré,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,47.99281,-1.61557,3000,NA,Brittany,Janzé,Europe
Bourges Plus,FRA,City,France,392.8,GlobalCovenantofMayors2019;NAZCA,2,47.077,2.407123,99992,2014,Centre-Val de Loire,Bourges,Europe
Bournemouth,GBR,City,United Kingdom,NA,GlobalCovenantofMayors2019;CDPCities2018;NAZCA,3,50.7194784,-1.8767711,191400,2011,Hampshire,Dorset,Europe
Boussu,BEL,City,Belgium,20.01,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.43333333,3.8,19754,NA,Hainaut,Mons,Europe
Boutersem,BEL,City,Belgium,30.75,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.85,4.833333333,7975,NA,Flemish Brabant,Leuven,Europe
Bovegno,ITA,City,Italy,47.99,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.78333333,10.26666667,2280,NA,Brescia,,Europe
Boves,ITA,City,Italy,50.95,GlobalCovenantofMayors2019;NAZCA,2,44.328007,7.55157,9802,NA,Cuneo,,Europe
Bovezzo,ITA,City,Italy,6.41,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.58333333,10.25,7512,NA,Brescia,,Europe
Bovisio Masciago,ITA,City,Italy,4.93,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.61666667,9.15,17010,NA,Lombardy,Monza and Brianza,Europe
Bovolenta,ITA,City,Italy,22.78,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.26666667,11.93333333,3475,NA,Padua,,Europe
Bovolone,ITA,City,Italy,41.27,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.2577843,11.1203472,15933,NA,Verona,,Europe
"Bowling Green, OH",USA,City,United States of America,NA,WeAreStillIn2019,1,41.37388889,-83.65083333,31578,NA,Ohio,"Wood County, OH",North America
"Boynton Beach, FL",USA,City,United States of America,41.8542384,GlobalCovenantofMayors2019;CDPCities2018;NAZCA,3,26.528364,-80.062835,75569,2010,Florida,"Palm Beach County, FL",North America
"Bozeman, MT",USA,City,United States of America,NA,ClimateMayors;WeAreStillIn2019;WeAreStillIn2019,2,45.677778000000004,-111.047222,46596,NA,Montana,"Gallatin County, MT",North America
Bozzolo,ITA,City,Italy,18.82,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.1,10.48333333,4226,NA,Mantua,,Europe
Bra,ITA,City,Italy,367.584,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,48.14388889,17.10972222,30097,NA,Cuneo,,Europe
Bracca,ITA,City,Italy,5.47,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.81666667,9.716666667,755,NA,Bergamo,,Europe
Bracciano,ITA,City,Italy,143.06,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.1010951,12.1738573,18159,NA,Rome,,Europe
Braga,PRT,City,Portugal,183.4,GlobalCovenantofMayors2019;CDPCities2018;EUCovenantofMayors2019;NAZCA,4,41.5510583,-8.4280044,182000,2011,Norte,NA,Europe
Bragado,ARG,City,Argentina,2212,Carbonn2019;GlobalCovenantofMayors2019;NAZCA,3,-35.11666667,-60.5,41336,NA,Buenos Aires,,Latin America and Caribbean
Bragança,PRT,City,Portugal,1173.57,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.80666667,-6.758888889,34375,2011,Norte,NA,Europe
Braives,BEL,City,Belgium,44,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.63333333,5.15,5939,NA,Liège,Waremme,Europe
Brakel,BEL,City,Belgium,56.46,GlobalCovenantofMayors2019;NAZCA,2,51.81864,5.093498,14783,NA,East Flanders,Oudenaarde,Europe
Brandico,ITA,City,Italy,8.38,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.45,10.05,1041,NA,Lombardy,Brescia,Europe
Branzi,ITA,City,Italy,26.19,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.0053774,9.7599743,731,NA,Bergamo,,Europe
Braone,ITA,City,Italy,13.36,GlobalCovenantofMayors2019;NAZCA,2,45.9900343,10.3431903,654,NA,Brescia,,Europe
Brasiléia,BRA,City,Brazil,4335.64326,GlobalCovenantofMayors2019;NAZCA,2,-11.0128971,-68.7418934,25000,2010,Acre,,Latin America and Caribbean
Brasília,BRA,City,Brazil,5780,GlobalCovenantofMayors2019;Carbonn2019;NAZCA,3,-15.7934035,-47.8823171,2481000,NA,Federal District,Federal,Latin America and Caribbean
Braslau,BLR,City,Belarus,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,55.61666667,27.03333333,26324,NA,Vitebsk Region,,Eastern Europe and Central Asia
Brasov,ROU,City,Romania,267.32,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6523093,25.6102746,286000,2011,Judetul Brasov,Bra<U+0219>ov,Europe
Bratislava,SVK,City,Slovakia,367.584,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,48.1535383,17.1096711,465327,NA,NA,,Europe
Bratsigovo Municipality,BGR,City,Bulgaria,NA,GlobalCovenantofMayors2019;NAZCA,2,42.027104,24.368903,9246,NA,Pazardjik,Pazardzhik,Europe
Braúna,BRA,City,Brazil,195,GlobalCovenantofMayors2019;NAZCA,2,-21.499511,-50.317959,5506,2015,São Paulo State,,Latin America and Caribbean
Brda,SVN,City,Slovenia,1.88,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.52408889,15.19865833,5749,2002,Littoral–Inner Carniola,,Europe
Brdovec,HRV,City,Croatia,37.6,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.86666667,15.76666667,11143,2011,Zagreb County,Zagreb,Eastern Europe and Central Asia
Brea De Aragon,ESP,City,Spain,13,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.53333333,-1.6,1816,2018,Aragon,Aranda,Europe
Brebbia,ITA,City,Italy,6.87,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.83333333,8.65,3360,NA,Varese,,Europe
Brécé,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,48.11041,-1.48186,816,NA,Brittany,Liffré,Europe
Brecht,BEL,City,Belgium,90.84,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,51.35,4.633333333,28174,NA,Antwerp Province,Antwerp,Europe
"Breckenridge, CO",USA,City,United States of America,15.5140401,CDPCities2018;WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;NAZCA,4,39.4817,106.038,5035,2016,Colorado,"Summit County, CO",North America
Breda Di Piave,ITA,City,Italy,25.76,GlobalCovenantofMayors2019;NAZCA,2,45.7245474,12.3310214,7750,NA,Treviso,,Europe
"Breda, Netherlands",NLD,City,Netherlands,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,51.5644477,4.751229678,184000,NA,,North Brabant,Europe
"Breda, Spain",ESP,City,Spain,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.7484044,2.5613326,3783,NA,,Selva,Europe
Bree,BEL,City,Belgium,64.96,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,51.1386239,5.622980506,15173,NA,Limburg,Maaseik,Europe
Bregano,ITA,City,Italy,2.29,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.8250769,8.6887863,842,NA,Varese,,Europe
Breganze,ITA,City,Italy,21.76,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.7081441,11.5647668,8735,NA,Vicenza,,Europe
Bregenz,AUT,City,Austria,29.5,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,47.5008652,9.7479477,27950,NA,Vorarlberg,NA,Europe
Bregnano,ITA,City,Italy,6.17,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6986611,9.0609606,6302,NA,Como,,Europe
Brembate,ITA,City,Italy,5.54,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6039279,9.5555981,8439,NA,Bergamo,,Europe
Breme,ITA,City,Italy,18.81,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.13333333,8.633333333,879,NA,Lombardy,Pavia,Europe
Bremen,DEU,City,Germany,326.73,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,53.08333333,8.8,546451,NA,NA,,Europe
Breña Baja,ESP,City,Spain,14.2,GlobalCovenantofMayors2019;NAZCA,2,28.641297,-17.772467,5677,2018,Santa Cruz de Tenerife,La Palma,Europe
Brendola,ITA,City,Italy,25.57,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.4721218,11.4469703,6216,NA,Vicenza,,Europe
Brenes,ESP,City,Spain,22,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.5494873,-5.8724045,12696,2018,Seville,NA,Europe
Brenna,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.742978,9.187142,2120,NA,Como,,Europe
Breno,ITA,City,Italy,59.94,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.9563241,10.3040404,4963,NA,Brescia,,Europe
Brentino Belluno,ITA,City,Italy,25.99,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6679407,10.8814186,1420,NA,Venice,Verona,Europe
Brentonico,ITA,City,Italy,57.14,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.81666667,10.95,3999,NA,Trento,Trentino,Europe
Brescello,ITA,City,Italy,24.04,GlobalCovenantofMayors2019;NAZCA,2,44.898769,10.518078,5604,NA,Reggio Emilia,,Europe
Bresimo,ITA,City,Italy,41.01,GlobalCovenantofMayors2019;NAZCA,2,46.4118101,10.9706855,254,NA,Trento,Trentino,Europe
