name,iso,entity_type,country,area,initiatives_committed,num_commit,lat,lng,population,population_year,state,admin_1,region
Capo di Ponte,ITA,City,Italy,18.11,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.030996,10.345862,2507,NA,Brescia,,Europe
Cappelle sul Tavo,ITA,City,Italy,5.41,GlobalCovenantofMayors2019;NAZCA,2,42.464742,14.1019767,3974,NA,Pescara,,Europe
Capraia e Limite,ITA,City,Italy,24.92,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,43.765113,10.992005,7550,NA,Tuscany,Florence,Europe
Capriano del Colle,ITA,City,Italy,13.97,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.45,10.13333333,4700,NA,Lombardy,Brescia,Europe
Capriva del Friuli,ITA,City,Italy,6.32,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.9414163,13.5136289,1746,NA,Gorizia,Friuli-Venezia Giulia,Europe
Caravaca de la Cruz,ESP,City,Spain,859,GlobalCovenantofMayors2019;NAZCA,2,38.104189,-1.860915,26415,2018,Murcia,Comarca del Noroeste,Europe
Carbonara al Ticino,ITA,City,Italy,14.78,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.1654222,9.0619572,1550,NA,Lombardy,Pavia,Europe
Carbonara di Po,ITA,City,Italy,3.65,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.0378617,11.228166,1344,NA,Mantua,,Europe
Cardano al Campo,ITA,City,Italy,9.42,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.645717,8.7724976,14677,NA,Varese,,Europe
Carpineto della Nora,ITA,City,Italy,24.08,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.333038,13.860802,698,NA,Pescara,,Europe
Carrazeda de Ansiães,PRT,City,Portugal,279.24,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.2425,-7.305833333,6297,2011,Norte,Bragança,Europe
Carrión de los Céspedes,ESP,City,Spain,6,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.36666667,-6.316666667,2274,2018,Seville,NA,Europe
Casal di Principe,ITA,City,Italy,23.49,GlobalCovenantofMayors2019;NAZCA,2,41.009067,14.126898,21404,NA,Caserta,,Europe
Casalbuttano ed Uniti,ITA,City,Italy,22.88,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.251873,9.961668,4112,NA,Cremona,,Europe
Casale di Scodosia,ITA,City,Italy,21.32,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.18333333,11.46666667,4857,NA,Padua,,Europe
Casale sul Sile,ITA,City,Italy,26.92,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.6,12.33333333,12958,NA,Treviso,,Europe
Casaletto di Sopra,ITA,City,Italy,8.66,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.41666667,9.783333333,552,NA,Lombardy,Cremona,Europe
Casalnuovo di Napoli,ITA,City,Italy,7.83,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.909211,14.345732,50724,NA,Naples,,Europe
Casalvecchio di Puglia,ITA,City,Italy,31.93,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.6,15.11666667,1985,NA,Foggia,,Europe
Casarsa della Delizia,ITA,City,Italy,20.47,GlobalCovenantofMayors2019;NAZCA,2,45.9559372,12.8426929,8608,NA,Pordenone,,Europe
Casirate d’Adda,ITA,City,Italy,10.17,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.5,9.566666667,3818,NA,Lombardy,Bergamo,Europe
Cassà de la Selva,ESP,City,Spain,45.2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.88916667,2.877222222,9959,2018,Girona,Gironès,Europe
Cassano d'Adda,ITA,City,Italy,18.6,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.5263333,9.5214907,18788,NA,Lombardy,Milan,Europe
Cassano delle Murge,ITA,City,Italy,90.2,GlobalCovenantofMayors2019;NAZCA,2,40.8910105,16.7686188,14658,NA,Apulia,Bari,Europe
Cassina de' Pecchi,ITA,City,Italy,7.21,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.51666667,9.363333333,13619,NA,Lombardy,Milan,Europe
Cassinetta di Lugagnano,ITA,City,Italy,3.32,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.43333333,8.916666667,1577,NA,Lombardy,Milan,Europe
Castel d'Aiano,ITA,City,Italy,45.26,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.275859,10.999408,1982,NA,Bologna,,Europe
Castel d'Ario,ITA,City,Italy,22.58,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.18333333,10.98333333,4787,NA,Mantua,,Europe
Castel d'Azzano,ITA,City,Italy,9.72,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.355884,10.952988,11809,NA,Venice,Verona,Europe
Castel del Giudice,ITA,City,Italy,14.81,GlobalCovenantofMayors2019;NAZCA,2,41.854556,14.232103,358,NA,Isernia,,Europe
Castel del Monte,ITA,City,Italy,58.03,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.3657379,13.727898,441,NA,Province of L'Aquila,L'Aquila,Europe
Castel di Casio,ITA,City,Italy,47.33,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.16666667,11.03333333,3505,NA,Bologna,,Europe
Castel di Ieri,ITA,City,Italy,18.88,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.11611111,13.74361111,325,NA,Province of L'Aquila,L'Aquila,Europe
Castel di Iudica,ITA,City,Italy,103.21,GlobalCovenantofMayors2019;NAZCA,2,37.493617,14.650766,4726,NA,Sicily,Catania,Europe
Castel di Lucio,ITA,City,Italy,28.78,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.88333333,14.31666667,1390,NA,Sicily,Messina,Europe
Castel di Sangro,ITA,City,Italy,84.44,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.773728,14.103515,6128,NA,Province of L'Aquila,L'Aquila,Europe
Castell-Platja d'Aro,ESP,City,Spain,21.8,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.81894825,3.045136779,10420,2018,Girona,Baix Empordà,Europe
Castellammare del Golfo,ITA,City,Italy,127.32,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.018846,12.885837,14573,NA,Trapani,,Europe
Castellammare di Stabia,ITA,City,Italy,17.81,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.6943046,14.4804813,65929,NA,Naples,,Europe
Castellar de la Frontera,ESP,City,Spain,178.84,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,36.30714245,-5.447302618,2874,2018,Cádiz,Campo de Gibraltar,Europe
Castellar del Riu,ESP,City,Spain,32.7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.12732255,1.754952901,147,2018,Barcelona Province,Berguedà,Europe
Castellar del Vallès,ESP,City,Spain,44.9,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.6175,2.088055556,23002,2018,Barcelona Province,Vallès Occidental,Europe
Castellfollit de la Roca,ESP,City,Spain,0.7,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.22138889,2.550833333,1002,2018,Girona,Garrotxa,Europe
Castellino del Biferno,ITA,City,Italy,15.54,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.701631,14.73113,575,NA,Molise,Campobasso,Europe
Castello-Molina di Fiemme / Capriana / Valfloriana,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019,2,46.2276543,11.3686381,3409,NA,Trentino-Alto Adige/Südtirol,,Europe
Castello d' Agogna,ITA,City,Italy,10.74,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.23333333,8.683333333,1073,NA,Pavia,,Europe
Castelló d'Empúries,ESP,City,Spain,42.3,GlobalCovenantofMayors2019;NAZCA,2,42.260492,3.073899,11653,2018,Girona,Alt Empordà,Europe
Castello dell'Acqua,ITA,City,Italy,14.07,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.145995,10.013553,650,NA,Lombardy,Sondrio,Europe
Castello di Godego,ITA,City,Italy,18.13,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6923801,11.8810438,7102,NA,Treviso,,Europe
Castellón de la Plana,ESP,City,Spain,108.78,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,39.9859953,-0.0374352,180000,2018,La Rioja,Plana Alta,Europe
Castellvell del Camp,ESP,City,Spain,5.2,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.1802558,1.0978312,2840,2018,Tarragona,Baix Camp,Europe
Castellví de la Marca,ESP,City,Spain,28.4,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.32805556,1.619722222,1649,2018,Barcelona Province,Alt Penedès,Europe
Castellví de Rosanes,ESP,City,Spain,16.4,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.450038,1.8994527,1719,2018,Barcelona Province,Baix Llobregat,Europe
Castelnovo di Sotto,ITA,City,Italy,35.01,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.81666667,10.56666667,8637,NA,Reggio Emilia,,Europe
Castelnovo ne' Monti,ITA,City,Italy,96.68,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.4355622,10.4032946,10466,NA,Reggio Emilia,,Europe
Castelnuovo della Daunia,ITA,City,Italy,61.49,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.58333333,15.11666667,1610,NA,Apulia,Foggia,Europe
Castelnuovo di Ceva,ITA,City,Italy,6.26,GlobalCovenantofMayors2019;NAZCA,2,44.35035,8.128394,127,NA,Cuneo,,Europe
Castelnuovo di Garfagnana,ITA,City,Italy,28.48,GlobalCovenantofMayors2019;NAZCA,2,44.109475,10.413546,6026,NA,Lucca,,Europe
Castelnuovo di Porto,ITA,City,Italy,30.57,GlobalCovenantofMayors2019;NAZCA,2,42.127031,12.500719,8900,NA,Latium,Rome,Europe
Castelvetro di Modena,ITA,City,Italy,49.78,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.5,10.95,11165,NA,Modena,,Europe
Castiglione a Casauria,ITA,City,Italy,16.57,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.2363783,13.8960373,875,NA,Abruzzo,Pescara,Europe
Castiglione D'Adda,ITA,City,Italy,12.98,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.21666667,9.683333333,4912,NA,Lodi,,Europe
Castiglione dei Pepoli,ITA,City,Italy,65.76,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.15,11.15,5964,NA,Bologna,,Europe
Castiglione delle Stiviere,ITA,City,Italy,42.02,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.39166667,10.48888889,22082,NA,Mantua,,Europe
Castiglione di sicilia,ITA,City,Italy,118.9,GlobalCovenantofMayors2019;NAZCA,2,37.882511,15.122604,3600,NA,Sicily,Catania,Europe
Castilblanco de los Arroyos,ESP,City,Spain,325,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.675,-5.988888889,5089,2018,Seville,NA,Europe
Castilleja de Guzmán,ESP,City,Spain,2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.4,-6.05,2512,2018,Seville,NA,Europe
Castilleja de la Cuesta,ESP,City,Spain,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.3867839,-6.0541269,17505,NA,Seville,,Europe
Castilleja del Campo,ESP,City,Spain,16,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.3861783,-6.3346298,650,2018,Seville,NA,Europe
Castillo de Locubín,ESP,City,Spain,104,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.51666667,-3.933333333,5000,2018,Jaén,NA,Europe
Castione della Presolana,ITA,City,Italy,42.5,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.9,10.03333333,3379,NA,Bergamo,,Europe
Castrignano dei Greci,ITA,City,Italy,9.62,GlobalCovenantofMayors2019;NAZCA,2,40.173308,18.291644,4144,NA,Lecce,,Europe
Castrignano del Capo,ITA,City,Italy,20.77,GlobalCovenantofMayors2019;NAZCA,2,39.831589,18.352012,5422,NA,Lecce,,Europe
Castro de Filabres,ESP,City,Spain,29,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.18333333,-2.433333333,163,2018,Almería,,Europe
Castrocaro Terme e Terra del Sole,ITA,City,Italy,38.95,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.18333333,11.93333333,6500,NA,Emilia-Romagna,Forlì-Cesena,Europe
Castronovo di Sicilia,ITA,City,Italy,201.04,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.66666667,13.6,3159,NA,Sicily,Palermo,Europe
Cava de' Tirreni,ITA,City,Italy,36.53,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.7,14.7,53500,NA,Salerno-Campagna-Acerno,Salerno,Europe
Cavaria con Premezzo,ITA,City,Italy,3.32,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.7,8.8,5718,NA,Varese,,Europe
Cazalla de la Sierra,ESP,City,Spain,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.931573,-5.759453,5153,NA,Seville,,Europe
Cazzano di Tramigna,ITA,City,Italy,12.27,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.473089,11.202892,1549,NA,Verona,,Europe
Cazzano Sant'Andrea,ITA,City,Italy,2.02,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.81666667,9.883333333,1604,NA,Lombardy,Bergamo,Europe
Celenza sul Trigno,ITA,City,Italy,22.68,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.872233,14.577924,997,NA,Abruzzo,Chieti,Europe
Celle di San Vito,ITA,City,Italy,18.41,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.33333333,15.18333333,187,NA,Apulia,Foggia,Europe
Cenes de la Vega,ESP,City,Spain,9.42,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.15,-3.533333333,6372,2018,Granada,NA,Europe
Cerchiara di Calabria,ITA,City,Italy,81.97,GlobalCovenantofMayors2019;NAZCA,2,39.858715,16.384277,2524,NA,Cosenza,,Europe
Cerdanyola del Vallès,ESP,City,Spain,30.6,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.4910324,2.1374969,58747,2018,Barcelona Province,Vallès Occidental,Europe
Cerro al Lambro,ITA,City,Italy,9.96,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.33083333,9.341388889,5031,NA,Lombardy,Milan,Europe
Cervià de les Garriges,ESP,City,Spain,34.2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.42444444,0.86,746,2018,Lleida,Garrigues,Europe
Cervià de Ter,ESP,City,Spain,9.9,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.0676956,2.9122136,911,2018,Girona,Gironès,Europe
Cervignano d'Adda,ITA,City,Italy,4.07,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.16666667,9.583333333,2119,NA,Lombardy,Lodi,Europe
Chalon-sur-Saône,FRA,City,France,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,46.78055556,4.852777778,45504,NA,Saône-et-Loire,NA,Europe
Chartres-de-Bretagne,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,48.0409,-1.70729,6467,NA,Brittany,Bruz,Europe
Chiclana de la frontera,ESP,City,Spain,205.45,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,36.41666667,-6.15,77293,2018,Cádiz,Bay of Cádiz,Europe
Chieti Province,ITA,Region,Italy,2599.58,GlobalCovenantofMayors2019;EUCovenantofMayors2019,2,42.3446529,14.1659738,328207,2017,NA,,Europe
Chignolo d'Isola,ITA,City,Italy,5.55,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.667579,9.527651,2337,NA,Bergamo,,Europe
Chiusa di Pesio,ITA,City,Italy,95.02,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.239904,7.661305,3711,NA,Cuneo,,Europe
Churriana de la Vega,ESP,City,Spain,7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.1464352,-3.6430866,12902,2018,Granada,NA,Europe
Cingia de' Botti,ITA,City,Italy,14.36,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.085071,10.275478,1390,NA,Lombardy,Cremona,Europe
Cison di Valmarino,ITA,City,Italy,28.81,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.96666667,12.13333333,2739,NA,Treviso,,Europe
Città della Pieve,ITA,City,Italy,110.94,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.95305556,12.00333333,7800,NA,Umbria,Perugia,Europe
Città di Castello,ITA,City,Italy,387.32,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,43.4574214,12.2403118,40510,NA,Perugia,,Europe
Città di Collegno,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.0775473,7.5724262,50185,NA,Piedmont,Turin,Europe
Città di Oppeano,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.3123833,10.9801123,9613,NA,Venice,Verona,Europe
Ciutadella de Menorca,ESP,City,Spain,186.34,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,39.5556707,2.6840452,29200,2018,Baleares,,Europe
Cividate al Piano,ITA,City,Italy,9.73,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.55,9.816666667,5254,NA,Bergamo,,Europe
Civita d'Antino,ITA,City,Italy,28.35,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.885725,13.471499,987,NA,Province of L'Aquila,L'Aquila,Europe
Civitanova del Sannio,ITA,City,Italy,50.47,GlobalCovenantofMayors2019;NAZCA,2,41.66811,14.402922,980,NA,Isernia,,Europe
Civitella del Tronto,ITA,City,Italy,77.74,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.773446,13.672291,5442,NA,Abruzzo,Teramo,Europe
Civitella di Romagna,ITA,City,Italy,117.93,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.0071707,11.9413464,3787,NA,Forlì-Cesena,forlì-Cesena,Europe
Colle d'Anchise,ITA,City,Italy,15.69,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.506325,14.516827,812,NA,Molise,Campobasso,Europe
Cologno al Serio,ITA,City,Italy,18.52,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.5797721,9.7077253,10500,NA,Bergamo,,Europe
Colognola ai Colli,ITA,City,Italy,20.9,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.4338839,11.1848713,8403,NA,Verona,,Europe
Communauté d'Agglomération du Muretain,FRA,City,France,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,43.46909,1.334139,88682,NA,Occitanie,,Europe
Communauté de communes Au Pays de la Roche aux Fées,FRA,City,France,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,47.91135,-1.3818829,25780,NA,Brittany,,Europe
Communauté de Communes de la Vallée de Chamonix-Mont-Blanc,FRA,City,France,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.94532385,6.894681896,13468,NA,Auvergne-Rhône-Alpes,Le Mont-Blanc,Europe
Communauté de Communes du VAL D'ILLE,FRA,City,France,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019,2,48.19915,-1.724132,18579,NA,Brittany,,Europe
Communauté de Communes Pays des Sorgues Monts de Vaucluse,FRA,City,France,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,43.92223,5.025068,33097,NA,Provence-Alpes-Côte d'Azur,Avignon,Europe
Communauté de Haute Provence,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,44.03656,5.628171,5047,NA,Provence-Alpes-Côte d'Azur,,Europe
Commune d'Oujda (CO),MAR,City,Morocco,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,34.68355035,-1.915077061,477100,NA,Oriental,,Middle East and North Africa
Commune de Messancy,BEL,City,Belgium,NA,GlobalCovenantofMayors2019;NAZCA,2,49.59476,5.813808,8171,NA,Wallonia,Aubange,Europe
Comuni del Candigliano,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019,2,43.6,12.683333,8663,NA,Marche,Pesaro e Urbino,Europe
Comuni della Valverde,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019,2,44.87436365,9.233270819,11244,NA,Lombardy,,Europe
Comunità della Marmilla,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019,2,40.9194566,9.4957947,20096,NA,Sardinia,,Europe
Comunità della Val di Non,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019,2,46.3600076,11.08305878,34019,NA,Trentino-Alto Adige/Südtirol,,Europe
Comunità Montana Valtellina di Morbegno,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019,2,46.1358678,9.567390785,31163,NA,Lombardy,Sondrio,Europe
Conca dei Marini,ITA,City,Italy,1.13,GlobalCovenantofMayors2019;NAZCA,2,40.616324,14.575391,850,NA,Salerno,,Europe
Conca della Campania,ITA,City,Italy,26.47,GlobalCovenantofMayors2019;NAZCA,2,41.33374,13.990608,1268,NA,Caserta,,Europe
Concello de La Gudiña,ESP,City,Spain,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.0411117,-7.3065305,1461,NA,Extremadura,Verín,Europe
Concordia sulla Secchia,ITA,City,Italy,40.97,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.91666667,10.98333333,8337,NA,Modena,,Europe
Conil de la Frontera,ESP,City,Spain,88.51,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,36.2775795,-6.086719889,20984,2018,Cádiz,La Janda,Europe
Conza della Campania,ITA,City,Italy,51.64,GlobalCovenantofMayors2019;NAZCA,2,40.858585,15.336066,1450,NA,Avellino,,Europe
Corbera de Llobregat,ESP,City,Spain,18.4,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.41694444,1.931388889,13843,2018,Barcelona Province,Baix Llobregat,Europe
Coria del Río,ESP,City,Spain,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.28333333,-6.05,25000,2018,Seville,,Europe
Corigliano d'Otranto,ITA,City,Italy,28.41,GlobalCovenantofMayors2019;NAZCA,2,40.161167,18.256656,5889,NA,Lecce,,Europe
Cornate d’Adda,ITA,City,Italy,13.82,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.65,9.466666667,9238,NA,Lombardy,Monza and Brianza,Europe
Cornellà de Llobregat,ESP,City,Spain,7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.355724,2.0706225,86519,2018,Barcelona Province,Baix Llobregat,Europe
Cornellà del Terri,ESP,City,Spain,27.7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.08726165,2.803628796,2257,2018,Girona,Pla de l'Estany,Europe
Cornudella de Montsant,ESP,City,Spain,63.5,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.2655756,0.9052022,983,2018,Tarragona,Priorat,Europe
Corte de' Frati,ITA,City,Italy,20.41,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.2200295,10.0966845,1383,NA,Lombardy,Cremona,Europe
Cortes de Baza,ESP,City,Spain,141,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.6544186,-2.7701863,2335,2018,Granada,NA,Europe
Costa delle Miniere,ITA,City,Italy,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019,2,39.2624239,9.5602287,4166,NA,Sardinia,,Europe
Costa di Mezzate,ITA,City,Italy,5.22,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.661981,9.793957,3284,NA,Bergamo,,Europe
Costa di Rovigo,ITA,City,Italy,16.07,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.05,11.7,27080,NA,Venice,Rovigo,Europe
Côtes d'Armor,FRA,City,France,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019,2,48.33333333,-2.833333333,19508,2016,Brittany,Pléneuf-Val-André,Europe
Craciunelu de Jos,ROU,City,Romania,NA,GlobalCovenantofMayors2019;NAZCA,2,46.1713944,23.8354884,2092,2002,Alba County,Alba,Europe
Cuevas de San Marcos,ESP,City,Spain,37,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.05,-4.383333333,4000,2018,Málaga,Comarca de Antequera,Europe
Cuevas del Campo,ESP,City,Spain,97,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.6067914,-2.9290679,2073,2018,Granada,NA,Europe
Cumbres de Enmedio,ESP,City,Spain,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.0722224,-6.6929086,58,NA,Huelva,,Europe
Cumbres de San Bartolomé,ESP,City,Spain,145,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,38.08333333,-6.733333333,465,2018,Huelva,,Europe
Desenzano del Garda,ITA,City,Italy,59.26,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.46666667,10.53333333,27990,NA,Brescia,,Europe
